,Artist,Artist_Id,Compilation_Name,Compilation_Id,Track_Title,Track_Id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
105,2PM,5iRPbkcPmqAFFwDUj6ywVS,THE BEST OF 2PM in Japan 2011-2016,5rEgHD2JSK9RRxyKtXsImD,Step by Step,2jffooE8Eu36iWd8mUJGTC,0.716,0.824,0,-4.745,1,0.0337,0.0297,0.0,0.133,0.553,128.007,208760,4
106,2PM,5iRPbkcPmqAFFwDUj6ywVS,THE BEST OF 2PM in Japan 2011-2016,5rEgHD2JSK9RRxyKtXsImD,Falling in love,6Pd8wVlPvV8SF4UDXFCBVr,0.662,0.934,1,-2.595,1,0.0429,0.0538,0.0,0.37,0.858,129.925,219760,4
107,2PM,5iRPbkcPmqAFFwDUj6ywVS,THE BEST OF 2PM in Japan 2011-2016,5rEgHD2JSK9RRxyKtXsImD,365,55Y2R3llVQO5ggSjuOKXi5,0.602,0.855,6,-3.631,1,0.0605,0.0084,0.0,0.082,0.699,131.981,215933,4
108,2PM,5iRPbkcPmqAFFwDUj6ywVS,THE BEST OF 2PM in Japan 2011-2016,5rEgHD2JSK9RRxyKtXsImD,Shining Star,5tMevAXI4dl0tMqNgWVi8w,0.694,0.875,11,-3.553,1,0.036,0.344,0.0,0.121,0.717,104.975,230893,4
109,2PM,5iRPbkcPmqAFFwDUj6ywVS,THE BEST OF 2PM in Japan 2011-2016,5rEgHD2JSK9RRxyKtXsImD,Guilty Love,5miAsB7StXh5ZhPAvGO2cW,0.781,0.844,3,-2.737,0,0.0394,0.0411,5.03e-05,0.0655,0.942,127.98,186680,4
110,2PM,5iRPbkcPmqAFFwDUj6ywVS,THE BEST OF 2PM in Japan 2011-2016,5rEgHD2JSK9RRxyKtXsImD,Jam Session,5ZX8hyUZmXTktEQON5fAVd,0.738,0.906,11,-3.209,0,0.0818,0.0156,0.0,0.0457,0.877,135.05,233187,4
111,2PM,5iRPbkcPmqAFFwDUj6ywVS,THE BEST OF 2PM in Japan 2011-2016,5rEgHD2JSK9RRxyKtXsImD,HIGHER,7g1ZtZgdYFwc8i13v3ZHpF,0.732,0.894,8,-3.109,1,0.0796,0.104,0.0,0.14,0.648,95.031,185013,4
112,2PM,5iRPbkcPmqAFFwDUj6ywVS,THE BEST OF 2PM in Japan 2011-2016,5rEgHD2JSK9RRxyKtXsImD,My House -Japanese ver.-,2UpYsQ2Il481F60id5ixnv,0.608,0.718,1,-4.476,0,0.303,0.0621,0.0,0.071,0.843,175.997,190640,4
113,2PM,5iRPbkcPmqAFFwDUj6ywVS,THE BEST OF 2PM in Japan 2011-2016,5rEgHD2JSK9RRxyKtXsImD,春風 〜Good-bye Again〜,5wTUkUTmhXo0339ZIsCb3q,0.473,0.534,2,-5.145,1,0.0261,0.674,0.0,0.117,0.294,148.055,310347,4
114,2PM,5iRPbkcPmqAFFwDUj6ywVS,THE BEST OF 2PM in Japan 2011-2016,5rEgHD2JSK9RRxyKtXsImD,TEASER,0Aq4cN7LDOMvzN3Jd1bxMY,0.633,0.892,9,-3.787,0,0.0849,0.19,0.0,0.142,0.743,127.985,218733,4
115,2PM,5iRPbkcPmqAFFwDUj6ywVS,THE BEST OF 2PM in Japan 2011-2016,5rEgHD2JSK9RRxyKtXsImD,一緒に過ごした時間,5nhwyS48ZY3QsrOECi4iCB,0.371,0.677,0,-5.046,1,0.0439,0.0761,0.0,0.106,0.373,170.04,312213,4
116,2PM,5iRPbkcPmqAFFwDUj6ywVS,THE BEST OF 2PM in Japan 2011-2016,5rEgHD2JSK9RRxyKtXsImD,天の川 〜GALAXY〜,5IOaTazK38ZEE5HjAVwXaR,0.613,0.257,11,-9.556,1,0.0311,0.925,0.0,0.122,0.285,86.954,238000,4
117,2PM,5iRPbkcPmqAFFwDUj6ywVS,THE BEST OF 2PM in Japan 2011-2016,5rEgHD2JSK9RRxyKtXsImD,Promise (I'll be) -Japanese ver.-,5aGw0HyBUgCXDJG63zKpGi,0.565,0.91,4,-4.296,1,0.0804,0.0253,0.0,0.0952,0.531,79.981,209160,4
118,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Film out,6g9Vd4z3JnVUiAIRwFlVCG,0.503,0.71,10,-6.382,1,0.085,0.297,0.0,0.329,0.293,81.932,216587,4
119,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,DNA - Japanese ver.,35oDhfqmQepYWgXSny1cez,0.582,0.726,1,-4.118,0,0.0603,0.00349,0.0,0.0635,0.658,129.914,223573,4
120,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Best Of Me - Japanese ver.,2qcpX6M2XBxeM58PJCUZZ2,0.676,0.781,0,-4.29,0,0.0852,0.0384,0.0,0.4,0.437,121.993,228213,4
121,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Lights,45HQ2LUH4ZruF1KmAnGLbq,0.607,0.636,5,-5.605,1,0.0324,0.179,0.0,0.176,0.421,98.997,290960,4
122,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,血、汗、涙 - Japanese ver.,6hHfi5X0al0dtly9A5W0GG,0.605,0.866,0,-4.224,0,0.101,0.0704,0.0,0.305,0.539,93.046,216453,4
123,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,FAKE LOVE - Japanese ver.,0xa8vyNSdXOKku1Jkr74OA,0.579,0.689,2,-5.027,0,0.0356,0.00401,0.0,0.302,0.433,77.473,242853,4
124,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Black Swan - Japanese ver.,3sG0FqOWBIDpSXxglhzajE,0.714,0.732,2,-5.935,0,0.089,0.18,0.0,0.131,0.528,147.05,199307,4
125,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Airplane pt.2 - Japanese ver.,7AaLAJuJyA5E9K9jkTIeUz,0.753,0.771,0,-5.179,0,0.0294,0.0371,1.68e-06,0.0824,0.916,139.992,219000,4
126,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Go Go - Japanese ver.,7z5wGcA1lrg0VB7hwEmEz0,0.836,0.695,10,-4.674,0,0.0822,0.21,0.0,0.087,0.84,136.075,236947,4
127,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,IDOL - Japanese ver.,19ba7iguh2oHguLFyyRXmb,0.692,0.791,6,-4.451,0,0.112,0.000376,0.0,0.128,0.401,126.027,223200,4
128,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Dionysus - Japanese ver.,3XqzyyrDbDYz45z4pEynpg,0.456,0.893,7,-3.712,1,0.158,0.0216,0.0,0.352,0.56,175.879,249387,4
129,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,MIC Drop - Japanese ver.,1u6kNDnuXECAK3WEYeSsn1,0.662,0.906,3,-4.93,0,0.136,0.0142,0.0,0.116,0.621,169.997,239227,4
130,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Boy With Luv - Japanese ver.,44KFdVtjqvYtAZcRnJKBVr,0.663,0.844,11,-4.471,0,0.0883,0.0604,0.0,0.194,0.77,119.973,230400,4
131,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Stay Gold,2pB41rjw8a2y7pC06vdBkp,0.723,0.621,1,-5.428,1,0.0501,0.0848,0.0,0.0705,0.559,128.951,243800,4
132,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Let Go,24uTFFKwmjOjnEPmhQa1gB,0.558,0.86,4,-4.096,1,0.2,0.171,0.0,0.297,0.433,173.916,297920,4
133,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Spring Day - Japanese ver.,5tSD3htySak0xROwfmPKc0,0.572,0.818,8,-4.347,1,0.0364,0.0991,0.0,0.0947,0.418,106.96,276693,4
134,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,ON - Japanese ver.,2ju6eQdBcsIElK4TXWQ9sw,0.599,0.817,7,-5.659,1,0.0993,0.112,0.0,0.308,0.434,105.991,247267,4
135,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Don't Leave Me,5n4IynGnOkp1J3XmONb0U5,0.621,0.761,8,-5.061,0,0.0679,0.101,0.0,0.329,0.399,146.975,226480,4
136,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Not Today - Japanese ver.,72FfxUaM7WPVRtoVNPcMlM,0.615,0.929,8,-3.914,1,0.16,0.00604,0.0,0.827,0.638,110.012,234387,4
137,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Make It Right - Japanese ver.,1asgNCymC3RgLagvcRMArg,0.626,0.703,7,-7.414,1,0.456,0.0181,0.0,0.265,0.262,105.508,225560,4
138,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Your eyes tell,4pzGb3UWWniHWgEVEMVHDM,0.445,0.483,9,-6.415,0,0.0294,0.292,0.0,0.0637,0.256,139.601,245120,4
139,BTS,3Nrfpe0tUJi4K4DXYWgMUX,"BTS, THE BEST",6bN241dPMC54Ac6zV1B8hl,Crystal Snow,31VhB0iXK4qiJivP39Wcvg,0.616,0.767,3,-5.038,1,0.0333,0.131,0.0,0.12,0.428,113.974,322627,4
140,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,Hellevator,6UDtY4939Z6p8gwuHhXb3g,0.506,0.829,7,-2.109,0,0.163,0.0119,0.0,0.258,0.353,78.183,239133,4
141,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,BEWARE,4pbn3QsIKWv6BawpO14Kzq,0.678,0.951,1,-2.649,1,0.213,0.0414,0.0,0.378,0.404,98.028,190653,4
142,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,Spread My Wings,3aYsXEPnbdHwIByyJIF4b8,0.68,0.945,11,-3.472,0,0.191,0.15,0.0,0.238,0.67,139.887,202120,4
143,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,YAYAYA,3TdDuTNDALwxyPSy8mqVWY,0.674,0.938,9,-1.687,0,0.223,0.108,0.0,0.0969,0.696,132.041,202667,4
144,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,District 9,58XXaW1pFAiXZRouc7ulaJ,0.646,0.954,9,-1.899,1,0.18,0.017,5.92e-06,0.122,0.512,90.017,213587,4
145,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,Mirror,6wFFqR7yjw21vqFvA08PWu,0.589,0.849,4,-3.761,0,0.276,0.0134,0.0,0.121,0.518,185.936,222440,4
146,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,Grow Up,5m34huZyl058eNO7F4hIG9,0.553,0.944,7,-3.254,1,0.249,0.114,0.0,0.353,0.625,174.096,213040,4
147,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,My Pace,77S3DRpDbkxHW1ZVTVyF9w,0.676,0.82,11,-4.278,0,0.242,0.0413,0.0,0.127,0.777,155.118,190307,4
148,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,Voices,2IiTy93oA78tCTMnwCldgS,0.667,0.872,1,-3.561,1,0.0729,0.0205,0.0,0.35,0.297,149.969,202120,4
149,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,Question,4uvAnZY8axmju0aJrulJna,0.771,0.814,4,-4.295,0,0.0789,0.018,0.0,0.0808,0.532,98.027,184360,4
150,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,M.I.A.,0okF4ps9VeRQbEUYnImA1x,0.812,0.88,9,-4.141,0,0.172,0.172,0.0,0.151,0.652,139.998,211627,4
151,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,Awkward Silence,0DKnykHG3eGnUM6YQe7Z5a,0.541,0.894,10,-2.989,0,0.248,0.0972,0.0,0.0974,0.732,199.821,195320,4
152,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,I am YOU,1feJB1Z00FJZgieyfiVSeI,0.65,0.862,11,-3.906,1,0.215,0.0133,0.0,0.144,0.673,144.941,206840,4
153,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,Get Cool,6TCQ5kYMTXFrrCobvXqUxY,0.802,0.853,2,-4.172,1,0.113,0.0742,0.0,0.28,0.956,151.96,196440,4
154,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,MIROH,6gisOiWATiawP3eFUAGtJe,0.565,0.976,9,-3.199,1,0.132,0.00946,0.0,0.337,0.45,126.067,208667,4
155,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,Victory Song,6r3aSLQGUwMaKtcrZgYESL,0.736,0.812,7,-3.997,1,0.107,0.00654,0.0,0.159,0.52,103.034,198053,4
156,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,Boxer,1MYmqPMb3nYRtqo5l3mosX,0.642,0.902,2,-3.471,1,0.131,0.00716,0.0,0.185,0.46,104.897,202293,4
157,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,Chronosaurus,4ugyIuBiZNcbaWQFnpVHqb,0.657,0.879,2,-2.733,1,0.0513,0.284,0.0,0.28,0.472,99.973,200440,4
158,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,19,2226EvPWOQRalBjwGv9zgh,0.549,0.668,10,-4.472,1,0.33,0.439,0.0,0.0972,0.37,103.68,206440,4
159,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,Side Effects,1n0deeH4R7k0A5zENssBYc,0.596,0.98,2,-1.667,1,0.168,0.0223,0.0,0.0667,0.143,97.454,195253,3
160,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,TMT,7tjAwgoK0afrLa8tsv2tKX,0.8,0.839,2,-3.921,1,0.0639,0.0657,0.0,0.0555,0.557,131.994,209027,4
161,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,Double Knot,6VEwhm9m2rMnDKhc1WSLIA,0.752,0.738,5,-5.341,0,0.365,0.0541,0.0,0.526,0.585,146.94,191547,4
162,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,Levanter,0o0Cw5YbhMhADD0BlxSGhN,0.557,0.695,9,-4.699,1,0.0597,0.00753,0.0,0.534,0.358,149.921,197707,4
163,Stray Kids,2dIgFjalVxs4ThymZ67YCE,SKZ2020,4hk05fFLNquJc8w5htXZDi,Astronaut,1zeAd1eaHdNU2RxvRmv4xW,0.739,0.84,1,-6.555,0,0.104,0.0189,0.0,0.183,0.627,120.049,180053,4
164,4Minute,6cdC1cwqh3eJAXaxXJt2jv,Best of 4Minute,502uBQOdyp6A3En53ZJFCo,Hot Issue (Japanese Version),3jRkepDksbrufgWy0YVONq,0.828,0.84,1,-4.217,1,0.0409,0.000722,0.152,0.0745,0.328,128.029,208020,4
165,4Minute,6cdC1cwqh3eJAXaxXJt2jv,Best of 4Minute,502uBQOdyp6A3En53ZJFCo,Muzik (Japanese Version),1DcyR2AmVGLZ3mn5Mr6Dm8,0.789,0.839,6,-2.825,0,0.0583,0.103,0.0,0.274,0.962,126.076,224410,4
166,4Minute,6cdC1cwqh3eJAXaxXJt2jv,Best of 4Minute,502uBQOdyp6A3En53ZJFCo,I My Me Mine (Japanese Version),1qtrFMoCP2PsznGBg6D8Ww,0.65,0.752,11,-3.298,0,0.0514,0.00821,0.0,0.104,0.5,127.978,204992,4
167,4Minute,6cdC1cwqh3eJAXaxXJt2jv,Best of 4Minute,502uBQOdyp6A3En53ZJFCo,Good Bye,6BJLcHXGYfDSjHrtKLa9xd,0.505,0.79,7,-4.037,1,0.046,0.305,0.0,0.0851,0.484,173.993,253557,4
168,4Minute,6cdC1cwqh3eJAXaxXJt2jv,Best of 4Minute,502uBQOdyp6A3En53ZJFCo,First,0i7IlcqxWD1xrFZ8yq2X2k,0.698,0.93,11,-3.437,0,0.0721,0.0317,0.0,0.31,0.625,129.989,211087,4
169,4Minute,6cdC1cwqh3eJAXaxXJt2jv,Best of 4Minute,502uBQOdyp6A3En53ZJFCo,Dreams Come True (Japanese Version),2lyETfMD0eHm8GMMV88cQA,0.499,0.972,6,-2.269,0,0.169,0.00819,0.0,0.109,0.715,165.128,200965,4
170,4Minute,6cdC1cwqh3eJAXaxXJt2jv,Best of 4Minute,502uBQOdyp6A3En53ZJFCo,Can't Make Up My Mind,6qjOEWGSmTYsKgUMNmRMHy,0.41,0.733,7,-6.004,0,0.0344,0.118,0.000852,0.198,0.403,114.406,221472,4
171,4Minute,6cdC1cwqh3eJAXaxXJt2jv,Best of 4Minute,502uBQOdyp6A3En53ZJFCo,December,4TkSrr4aHwhI2idYTxcxx1,0.628,0.864,7,-4.541,1,0.0304,0.0254,0.0,0.325,0.552,117.068,237547,4
172,4Minute,6cdC1cwqh3eJAXaxXJt2jv,Best of 4Minute,502uBQOdyp6A3En53ZJFCo,Why,7BNp7R6YKGPETvHvCcBjdn,0.768,0.94,9,-3.565,1,0.0514,0.0174,1.1e-06,0.0655,0.892,129.927,189177,4
173,4Minute,6cdC1cwqh3eJAXaxXJt2jv,Best of 4Minute,502uBQOdyp6A3En53ZJFCo,Heart To Heart (Japanese Version),6vkJakdMtzNnFATLAXMoKO,0.702,0.686,6,-4.289,1,0.0348,0.284,0.0,0.158,0.609,129.958,230898,4
174,4Minute,6cdC1cwqh3eJAXaxXJt2jv,Best of 4Minute,502uBQOdyp6A3En53ZJFCo,Ready Go,5qIpRwix8tFkExxISVUcOl,0.646,0.965,8,-3.67,1,0.139,0.00276,1.23e-06,0.0902,0.561,134.003,211890,4
175,4Minute,6cdC1cwqh3eJAXaxXJt2jv,Best of 4Minute,502uBQOdyp6A3En53ZJFCo,Sweet Suga Honey! (Japanese Version),2Cn6Mg9MnZdi2hm3xYWuCh,0.794,0.896,5,-3.488,1,0.0597,0.0627,0.0,0.609,0.88,100.019,206378,4
176,4Minute,6cdC1cwqh3eJAXaxXJt2jv,Best of 4Minute,502uBQOdyp6A3En53ZJFCo,Love Tension,0M9aB9E8cwTUIRhVG3OwdD,0.679,0.939,2,-1.883,1,0.142,0.03,0.0,0.0968,0.259,129.996,226299,4
177,4Minute,6cdC1cwqh3eJAXaxXJt2jv,Best of 4Minute,502uBQOdyp6A3En53ZJFCo,Volume up (Japanese Version),6cRjelFbmQNbmr7ANzzjBv,0.636,0.921,3,-1.931,0,0.0328,0.0182,0.00035,0.0597,0.365,129.982,230154,4
178,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,COUP D'ETAT,3jlzOSBHgXizGjIX6ivEgE,0.624,0.872,5,-5.803,0,0.265,0.0578,0.0,0.118,0.595,129.744,180760,4
179,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,NILIRIA - MISSY ELLIOTT ver.,5P6JEfm8MgZZWtsLgyAiI6,0.602,0.871,2,-4.97,1,0.302,0.0632,0.0,0.901,0.498,160.008,174160,4
180,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,R.O.D.,6NdoyPvW2E1yt9uie4oPdk,0.679,0.843,5,-5.116,0,0.194,0.0255,0.0,0.114,0.591,144.883,238240,4
181,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,BLACK - JPN,2Ub2hha51JJ1FFKpNzDMYH,0.51,0.649,0,-7.638,1,0.384,0.39,0.0,0.0821,0.422,86.0,205520,4
182,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,WHO YOU? - JPN,7E3o82ZiiHY6ibieQuizrS,0.579,0.716,1,-4.558,1,0.168,0.156,0.0,0.29,0.739,88.679,203573,4
183,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,SHAKE THE WORLD,3h7BU4LMCVdixQ4eLZHyGv,0.735,0.768,7,-5.501,1,0.221,0.00438,0.0,0.316,0.639,128.036,176680,4
184,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,ミチGO,1imQ171KZ2OrWdltEvatcv,0.64,0.936,8,-4.972,1,0.422,0.0202,0.0,0.0963,0.354,154.292,210387,4
185,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,CROOKED - JPN,1J9rrJC0aYnjYwlqFLDjs4,0.668,0.904,2,-4.641,1,0.0943,0.00131,0.0,0.0617,0.837,130.068,226800,4
186,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,NILIRIA - G-DRAGON ver.,7yREmntIbZdgqBJaBPjWNM,0.595,0.869,2,-4.886,1,0.307,0.0784,0.0,0.862,0.549,160.039,174147,4
187,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,RUNAWAY,66ptV5QgsPR2IqvNyZfnGM,0.695,0.891,0,-2.634,1,0.0662,0.00678,0.0,0.342,0.722,119.919,203093,4
188,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,I LOVE IT,69gQJVmUwpc2z1WCslLda5,0.731,0.831,6,-5.403,0,0.0517,0.13,0.0,0.341,0.799,120.072,196840,4
189,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,YOU DO _OUTRO,7BB3vubFA93s3lOr6Pid61,0.869,0.473,8,-8.84,1,0.383,0.0909,0.0,0.114,0.53,133.982,160027,4
190,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,WINDOW,4CnkEnG9poJzBhd9ueF132,0.757,0.576,11,-7.123,0,0.0324,0.261,0.038,0.0737,0.542,129.974,229067,4
191,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,BLACK,417dJkBwuEEU27xsSxp9MJ,0.505,0.56,4,-9.276,0,0.311,0.37,0.0,0.124,0.501,87.049,206760,4
192,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,Annayatsu,3ABbq44lsSl31kgcE8Ji7L,0.752,0.472,7,-5.733,1,0.0609,0.522,0.0,0.179,0.771,119.783,201453,4
193,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,BLACK,1JD45OeFWN6lxXR6SVfxzo,0.49,0.648,0,-7.97,1,0.384,0.319,0.0,0.123,0.486,88.022,206000,4
194,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,WHO YOU?,7ce3bykNUi6rAXLN9pKpjn,0.738,0.721,1,-4.285,1,0.241,0.216,0.0,0.309,0.74,89.983,203253,4
195,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,CROOKED,0uy4ySEMXg62y54l54AGZ1,0.664,0.918,2,-3.166,1,0.091,0.00264,0.0,0.0544,0.767,129.968,228147,4
196,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,ONE OF A KIND,1gv0YJmwxobiMyF05mqZFi,0.61,0.798,7,-6.168,1,0.3,0.106,0.0,0.0646,0.734,171.863,207427,4
197,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,CRAYON,5csgMdDqFzAoDHiJM3fira,0.707,0.914,9,-3.762,1,0.132,0.0136,0.0,0.703,0.241,131.978,198627,4
198,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,WITHOUT YOU,08YtDyQxCFwzOlcGG1YMEZ,0.6,0.662,11,-6.888,1,0.0369,0.0376,0.0,0.346,0.352,124.021,244547,4
199,G-Dragon,30b9WulBM8sFuBo17nNq9c,COUP D'ETAT [+ ONE OF A KIND & HEARTBREAKER],1mVPbaMZGsPh5gzhvO6BBX,THAT XX,6kvk7i40aR5mJIAJ1v2Zz8,0.762,0.47,7,-5.635,1,0.0423,0.545,0.0,0.124,0.808,119.915,201053,4
