,Artist,Artist_Id,Single_Album_Name,Single_Album_Id,Track_Title,Track_Id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,SECHSKIES,6uRyNreOHUvWPNGnKfIo27,DON'T LOOK BACK,63fxv7o113Zji3oLeXgswm,DON’T LOOK BACK,3szqGZtiiS8hmIPcT9qBgh,0.535,0.484,0.0,-8.209,1.0,0.0301,0.678,2.18e-06,0.108,0.233,124.038,249263.0,4.0
1,SECHSKIES,6uRyNreOHUvWPNGnKfIo27,ALL FOR YOU,7vqIRL00YfTtuO0sSAK3Uv,ALL FOR YOU,4jB0ikdBeXiIIP97TPXIPt,0.622,0.756,4.0,-4.838,0.0,0.0473,0.0705,0.0,0.108,0.718,167.902,242977.0,4.0
2,SECHSKIES,6uRyNreOHUvWPNGnKfIo27,ALL FOR YOU,7vqIRL00YfTtuO0sSAK3Uv,DREAM,5d0AZT2CWAH4mApoiXlTDa,0.676,0.593,11.0,-5.368,1.0,0.0346,0.303,0.0,0.12,0.314,140.011,243714.0,4.0
3,SECHSKIES,6uRyNreOHUvWPNGnKfIo27,ALL FOR YOU,7vqIRL00YfTtuO0sSAK3Uv,MEANINGLESS,2FHTNle5MybRe4k0GfjHFq,0.793,0.799,7.0,-3.051,0.0,0.0318,0.189,0.0,0.112,0.777,122.989,221587.0,4.0
4,SECHSKIES,6uRyNreOHUvWPNGnKfIo27,ALL FOR YOU,7vqIRL00YfTtuO0sSAK3Uv,ROUND & ROUND,0pO0z7133jfdG6MkGA5Mym,0.702,0.702,5.0,-4.21,0.0,0.029,0.128,0.0,0.121,0.57,130.045,246303.0,4.0
5,SECHSKIES,6uRyNreOHUvWPNGnKfIo27,ALL FOR YOU,7vqIRL00YfTtuO0sSAK3Uv,WALKING IN THE SKY,7yTryQD1n1PGjrqKTxh4na,0.751,0.735,0.0,-3.24,0.0,0.0364,0.194,0.0,0.193,0.578,125.95,221595.0,4.0
6,SECHSKIES,6uRyNreOHUvWPNGnKfIo27,THREE WORDS,6pN2wvuzGHURmVNXbpRaei,THREE WORDS,3xxqDGYqGNTIi5H8KJHDtC,0.65,0.616,0.0,-4.69,1.0,0.0366,0.0311,0.0,0.224,0.586,147.991,243243.0,4.0
7,S.E.S.,61HUG80Xma4rnXsqfZkzeM,Love (story) - SM STATION,3j2XirA7CqIqkwuQfO7wkR,Love [story],7jdRhISt05YmJAKD0eGEeX,0.714,0.931,5.0,-2.093,1.0,0.0552,0.334,1.68e-05,0.252,0.81,103.01,239093.0,4.0
8,S.E.S.,61HUG80Xma4rnXsqfZkzeM,Love (story) - SM STATION,3j2XirA7CqIqkwuQfO7wkR,Love [story] - Instrumental,0jT6xrrvWpeVgnk3d8X1lr,0.756,0.896,7.0,-4.253,1.0,0.0399,0.00782,0.813,0.0599,0.792,103.009,235579.0,4.0
9,S.E.S.,61HUG80Xma4rnXsqfZkzeM,Remixed,4jBlaJL3oauZCX9VeseBJC,달리기 - J-Bait Disco Mix,6p9nbwXxgbLnsUOM5XCcGV,0.751,0.923,0.0,-4.242,1.0,0.0689,0.107,1.96e-05,0.0839,0.857,113.004,217133.0,4.0
10,S.E.S.,61HUG80Xma4rnXsqfZkzeM,Remixed,4jBlaJL3oauZCX9VeseBJC,Just a Feeling - Liquid Electro Mix,4i1UpGdwXGn04A3XbDktpr,0.775,0.891,8.0,-3.639,1.0,0.0951,0.23,1.17e-05,0.335,0.613,112.013,248493.0,4.0
11,S.E.S.,61HUG80Xma4rnXsqfZkzeM,Remixed,4jBlaJL3oauZCX9VeseBJC,달리기 - Vibe7 Bossa Nova Mix,2okufBPlpe3hRnlLshHhB3,0.698,0.77,2.0,-7.483,1.0,0.0311,0.121,0.000813,0.136,0.83,103.006,212973.0,4.0
12,S.E.S.,61HUG80Xma4rnXsqfZkzeM,Remixed,4jBlaJL3oauZCX9VeseBJC,Just a Feeling - Vibe7 Timber Mix,5mtBA6KVm3PrdqSTsC9xzV,0.836,0.95,8.0,-4.243,1.0,0.0806,0.0758,1.4e-05,0.161,0.823,112.038,209733.0,4.0
13,S.E.S.,61HUG80Xma4rnXsqfZkzeM,Remixed,4jBlaJL3oauZCX9VeseBJC,달리기 - Gump Fusion Mix,68Ae2aOhJ2lYAT24NM5wwL,0.769,0.63,9.0,-6.736,0.0,0.0349,0.0567,0.000185,0.105,0.658,103.0,272000.0,4.0
14,S.E.S.,61HUG80Xma4rnXsqfZkzeM,Remixed,4jBlaJL3oauZCX9VeseBJC,Just a Feeling - Olivier Techno Mix,7sVu2zLiHx3apCAOHLT9AL,0.7,0.963,10.0,-3.676,0.0,0.0479,0.00287,0.00331,0.138,0.38,112.049,245427.0,4.0
15,Fin.K.L,2aRLyjYp7WPr4EkjkI1gvS,"FIN.K.L SINGLE ""Like the song remains""",1Qwyg4hhC6gv8x42kq9Qru,Like the song remains,09xmt6Eynv9tDFpKCimYYY,0.554,0.565,5.0,-7.258,1.0,0.0297,0.0631,0.0,0.466,0.447,141.992,277213.0,4.0
16,Fin.K.L,2aRLyjYp7WPr4EkjkI1gvS,"FIN.K.L SINGLE ""Like the song remains""",1Qwyg4hhC6gv8x42kq9Qru,Like the song remains - Instrumental,2UejtxK8HXijOJwxEMDDVJ,0.621,0.449,5.0,-9.358,1.0,0.0305,0.00444,0.645,0.372,0.498,142.019,273331.0,4.0
17,Fin.K.L,2aRLyjYp7WPr4EkjkI1gvS,Fin.K.L Digital Album,08u61FSaRTXKe6CD7RePvp,Butterfly,7E6J7kb0hFSdP4FXgkf22o,0.779,0.954,4.0,-1.867,0.0,0.111,0.0895,0.00127,0.0881,0.813,112.03,199200.0,4.0
18,Fin.K.L,2aRLyjYp7WPr4EkjkI1gvS,Fin.K.L Digital Album,08u61FSaRTXKe6CD7RePvp,FINKL,3N3Awl5VwisVkpTayCphR1,0.75,0.91,11.0,-1.14,0.0,0.15,0.016,2.19e-06,0.346,0.731,107.05,220493.0,4.0
19,Fin.K.L,2aRLyjYp7WPr4EkjkI1gvS,Fin.K.L Digital Album,08u61FSaRTXKe6CD7RePvp,I'm Crazy About You,7L848vZxehtVoVeELFgPKA,0.774,0.447,11.0,-5.757,0.0,0.0292,0.0306,0.0,0.0695,0.369,97.995,251307.0,4.0
20,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,SHINHWA TWENTY SPECIAL ALBUM 'HEART',1F4ew4S5UvxCTg28U2J1cR,In The Air,1FaigrqbVCtRDL0Dn8QMzg,0.659,0.757,1.0,-4.995,1.0,0.0775,0.0103,5.01e-06,0.0637,0.265,98.022,232093.0,4.0
21,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,SHINHWA TWENTY SPECIAL ALBUM 'HEART',1F4ew4S5UvxCTg28U2J1cR,Kiss Me Like That,0oglNTvqT3R3vV5IF2klqN,0.888,0.526,5.0,-7.368,1.0,0.114,0.363,1.31e-06,0.0933,0.783,114.014,196587.0,4.0
22,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,SHINHWA TWENTY SPECIAL ALBUM 'HEART',1F4ew4S5UvxCTg28U2J1cR,LEVEL,7EHqKDaYGO9bAVf3uhCpoz,0.661,0.921,4.0,-3.813,0.0,0.329,0.077,0.00023,0.35,0.402,107.883,237880.0,4.0
23,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,SHINHWA TWENTY SPECIAL ALBUM 'HEART',1F4ew4S5UvxCTg28U2J1cR,HERE I COME,1YO3jphNXZH7ntirUEID74,0.695,0.836,11.0,-3.266,0.0,0.116,0.0794,0.0,0.106,0.801,100.02,215560.0,4.0
24,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,SHINHWA TWENTY SPECIAL ALBUM 'HEART',1F4ew4S5UvxCTg28U2J1cR,L.U.V,6xDEUqDQzXN30HewGoaxss,0.436,0.841,10.0,-3.976,1.0,0.105,0.328,0.0,0.104,0.634,94.247,233093.0,4.0
25,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,SHINHWA TWENTY SPECIAL ALBUM 'HEART',1F4ew4S5UvxCTg28U2J1cR,Don't Leave Me,3DUlsDocLKfjv8nYH25EJu,0.532,0.795,11.0,-4.378,1.0,0.0715,0.258,0.0,0.341,0.308,143.795,219536.0,4.0
26,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,SHINHWA TWENTY GIFT SINGLE ‘All Your Dreams’,2txBzMBsQDnw0kT6rFpQRB,All Your Dreams (2018),2SOs0oMtKMiCnVAyr7KtDB,0.388,0.941,0.0,-3.16,1.0,0.101,0.0133,6.51e-05,0.347,0.366,187.967,270840.0,4.0
27,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,SHINHWA TWENTY GIFT SINGLE ‘All Your Dreams’,2txBzMBsQDnw0kT6rFpQRB,All Your Dreams (2018) - Instrumental,6uyqDJ29xpO6LXFGqPHwiW,0.381,0.947,0.0,-4.751,1.0,0.0392,4.17e-05,0.887,0.345,0.422,187.941,270840.0,4.0
28,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,UNCHANGING PT. 1,5TrZNDuG4byRTlcMsX6OaS,We,1MiIPzeAJZ0FpZFTPnZGxG,0.383,0.849,0.0,-4.453,1.0,0.127,0.027,0.0,0.225,0.91,187.836,175240.0,4.0
29,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,UNCHANGING PT. 1,5TrZNDuG4byRTlcMsX6OaS,Orange,1bSdQ3pvnca6zN7UD1Lw9B,0.775,0.743,10.0,-4.403,1.0,0.0402,0.124,0.0,0.12,0.747,111.047,247480.0,4.0
30,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,UNCHANGING PT. 1,5TrZNDuG4byRTlcMsX6OaS,She Said,0Froqcjx5Aid7ZRxXxpIBs,0.691,0.704,0.0,-5.696,1.0,0.0534,0.492,0.0,0.385,0.83,96.499,221685.0,4.0
31,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,UNCHANGING PT. 1,5TrZNDuG4byRTlcMsX6OaS,Like A Star,5h1KpP7OCNBOereZHjLPW7,0.386,0.795,0.0,-4.553,1.0,0.0492,0.074,0.0,0.185,0.413,83.531,224480.0,4.0
32,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,UNCHANGING PT. 1,5TrZNDuG4byRTlcMsX6OaS,#Chocolat,0PUoey66UwpEuIiNc1CPRw,0.736,0.918,6.0,-4.875,0.0,0.0974,0.0413,4.35e-06,0.056,0.779,114.005,214320.0,4.0
33,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,She Said,7LYm3XW4KDQRbWpUSV45iT,She Said,4uB9UbGLemX5efTT0vqjNg,0.685,0.688,0.0,-5.273,1.0,0.0455,0.725,0.0,0.527,0.798,96.512,222191.0,4.0
34,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,MEMORY,41DZYcqqtSQxYMT6Uh8NIZ,Memory,4mSXlGjpr42lO9hxnwjgTg,0.516,0.708,5.0,-5.486,1.0,0.0414,0.0546,0.0,0.334,0.501,72.926,225100.0,4.0
35,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,다시 한 번만,7IuVKdF3K25vK95o7TUSg1,다시 한 번만,2HvtJmsohAA20VU7xvb7op,0.637,0.547,0.0,-5.34,0.0,0.0302,0.536,0.0,0.172,0.304,99.006,260293.0,4.0
36,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,Shinhwa Winter Story 2007,0ARbrJEB2kBLhLIW8CVjWp,Game,28LXzRtJV9J211T5QVv5rc,0.741,0.968,4.0,-3.572,0.0,0.104,0.0254,0.0,0.103,0.73,114.961,223270.0,4.0
37,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,Shinhwa Winter Story 2007,0ARbrJEB2kBLhLIW8CVjWp,I'll Never Let You Go,1ZVk59q2Dk8n1K0HrkvCOH,0.609,0.705,2.0,-5.898,1.0,0.063,0.112,0.0,0.275,0.569,156.039,272354.0,4.0
38,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,Shinhwa Winter Story 2007,0ARbrJEB2kBLhLIW8CVjWp,The Snowy Night,3Ddkqe4FMRiNlbz5ktiobz,0.703,0.805,1.0,-4.927,1.0,0.0343,0.232,0.0,0.342,0.865,125.961,246022.0,4.0
39,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,僕らの心には太陽がある (Bokurano Kokoroniwa Taiyouga Aru),5J5lBC750w4rSeeAtmHWiW,僕らの心には太陽がある (Bokurano Kokoroniwa Taiyouga Aru),6sz1z98ku01cePbCJ7qgET,0.592,0.657,7.0,-6.11,1.0,0.0446,0.41,0.0,0.108,0.471,67.039,328321.0,4.0
40,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,僕らの心には太陽がある (Bokurano Kokoroniwa Taiyouga Aru),5J5lBC750w4rSeeAtmHWiW,UnFaith,06IEATKR0F9SfcPjcyPcrA,0.813,0.914,4.0,-5.178,0.0,0.147,0.11,0.0,0.0666,0.862,101.978,225999.0,4.0
41,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,僕らの心には太陽がある (Bokurano Kokoroniwa Taiyouga Aru),5J5lBC750w4rSeeAtmHWiW,僕らの心には太陽がある (Bokurano Kokoroniwa Taiyouga Aru) - Instrumental,6Q1Ggf4JJMVMYM1clJadLs,0.624,0.579,7.0,-8.668,1.0,0.027,0.0501,0.936,0.0949,0.53,134.011,328138.0,4.0
42,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,僕らの心には太陽がある (Bokurano Kokoroniwa Taiyouga Aru),5J5lBC750w4rSeeAtmHWiW,UnFaith - Instrumental,6DBTeiR5ESB57GbLPbtK8e,0.799,0.886,7.0,-7.062,1.0,0.0552,0.00089,0.833,0.0524,0.953,102.008,223152.0,4.0
43,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,"Hey, Dude!",4gHv1wAN67vLkEVAc1uRBQ,"Hey, Dude!",5MK2iVrEQdLDQJIZYMbUlh,0.703,0.862,8.0,-8.247,1.0,0.0712,0.185,2.57e-05,0.0934,0.83,98.04,215681.0,4.0
44,Shinhwa,0jVvkFPa6YbFXQ3Qmhita0,How Do I Say,0QurxsjaXAdcwztrt7HyNB,How Do I Say,72TgX4NT9H4xBOegdl62eB,0.789,0.749,11.0,-4.4,1.0,0.0393,0.332,0.0,0.126,0.842,109.978,250987.0,4.0
45,Click-B,2kOGSFThgEzPEjL4fFB25w,CLICK-B 1st Single Album `REBORN`,6Y23Phh65T22qbJg0t6S0D,Reborn,60H4BnCCl3S5WYqtRpwR9Z,0.514,0.959,1.0,-1.886,1.0,0.111,0.168,0.0,0.373,0.299,93.012,225510.0,4.0
46,Click-B,2kOGSFThgEzPEjL4fFB25w,CLICK-B 1st Single Album `REBORN`,6Y23Phh65T22qbJg0t6S0D,보고싶어,4UD8OQg7xdKBXFb8TJAqDT,0.628,0.903,7.0,-3.091,1.0,0.166,0.105,0.0,0.343,0.736,108.014,197122.0,4.0
47,Click-B,2kOGSFThgEzPEjL4fFB25w,빈 자리,6JO3iRvaY7BxXsUM2hC0cp,빈 자리,0MifeoN1xU8v8ava93bVBB,0.538,0.6,10.0,-5.427,1.0,0.0316,0.536,0.0,0.156,0.265,77.95,254583.0,4.0
48,Click-B,2kOGSFThgEzPEjL4fFB25w,빈 자리,6JO3iRvaY7BxXsUM2hC0cp,빈 자리 - Instrumental,3ETdaDpbkeRVxwfDjE01Yz,0.562,0.523,10.0,-7.725,1.0,0.0266,0.294,0.919,0.156,0.201,78.01,254583.0,4.0
49,god,1nTCpd63NkuGGpCIbo4Ywl,Do You Like Brahms? OST Part.2,1KvZT5kQowPVKSZVWMrd3Y,Confession,32mgRG01PZxvgqGpieHgj8,0.495,0.418,6.0,-5.523,1.0,0.0304,0.823,3.14e-06,0.0987,0.227,130.099,254364.0,4.0
50,god,1nTCpd63NkuGGpCIbo4Ywl,Do You Like Brahms? OST Part.2,1KvZT5kQowPVKSZVWMrd3Y,Confession (Inst.),7A63UiHZvFru4yuzcZ9OW9,0.539,0.293,6.0,-11.021,1.0,0.0316,0.772,0.873,0.0972,0.0762,129.937,254364.0,4.0
51,god,1nTCpd63NkuGGpCIbo4Ywl,Snowfall,4oIH5sp9HyB2oWNlZXh8pU,Snowfall,5cHVbAUxkxnOgOeHkuBXls,0.482,0.514,1.0,-7.132,1.0,0.0311,0.279,0.0,0.0824,0.264,139.768,235681.0,3.0
52,god,1nTCpd63NkuGGpCIbo4Ywl,Snowfall,4oIH5sp9HyB2oWNlZXh8pU,Snowfall - Instrumental,3E0Gk7kFLW4tUgtRHzDC7R,0.441,0.417,1.0,-10.159,1.0,0.0339,0.0118,0.812,0.0804,0.106,139.946,235681.0,3.0
53,god,1nTCpd63NkuGGpCIbo4Ywl,god Single Album,7GsiVtLp9LlLOfZyl5mxip,A Funny But Sad Day,4DI4p7CW9yNyC6ekp4sdV0,0.604,0.787,1.0,-4.617,1.0,0.0377,0.527,0.0,0.126,0.646,78.035,248587.0,4.0
54,god,1nTCpd63NkuGGpCIbo4Ywl,god Single Album,7GsiVtLp9LlLOfZyl5mxip,The Things You Need to Do,7C9yyuKKwYFmrRqUUBIRZN,0.686,0.713,3.0,-4.972,0.0,0.127,0.3,0.0,0.164,0.692,136.026,234347.0,4.0
55,god,1nTCpd63NkuGGpCIbo4Ywl,god Single Album,7GsiVtLp9LlLOfZyl5mxip,A Funny But Sad Day - Instrumental,4s3pJDj2t6jWIwEYuFNIHn,0.584,0.604,1.0,-7.255,1.0,0.0261,0.117,0.952,0.135,0.524,78.005,248749.0,4.0
56,god,1nTCpd63NkuGGpCIbo4Ywl,god Single Album,7GsiVtLp9LlLOfZyl5mxip,The Things You Need to Do - Instrumental,3NBoFGQZzBrlefWdfl4hso,0.72,0.415,6.0,-6.99,1.0,0.0427,0.0178,0.812,0.162,0.781,135.989,234441.0,4.0
57,god,1nTCpd63NkuGGpCIbo4Ywl,Thanks Edition 'Wind',32j9HbAwcGzMOmmQWsj06s,Wind,28Qqh33f72cf6jFBxz7CFZ,0.621,0.682,0.0,-4.983,1.0,0.0304,0.126,0.0,0.117,0.284,129.948,245633.0,4.0
58,god,1nTCpd63NkuGGpCIbo4Ywl,Thanks Edition 'Wind',32j9HbAwcGzMOmmQWsj06s,Wind - Instrumental,03Qf87fWRfHmZCNbJ2zERd,0.583,0.513,0.0,-6.27,1.0,0.0271,0.00533,0.876,0.117,0.196,130.02,245633.0,4.0
59,god,1nTCpd63NkuGGpCIbo4Ywl,The Lone Duckling,1ZfRjbB90rxx56pP2Jf5PI,The Lone Duckling,0OxPgZXer0r5fjK9sJH6KS,0.705,0.498,6.0,-6.972,1.0,0.0376,0.169,0.0,0.137,0.474,127.738,264200.0,4.0
60,god,1nTCpd63NkuGGpCIbo4Ywl,The Lone Duckling,1ZfRjbB90rxx56pP2Jf5PI,The Lone Duckling - Instrumental,4bXjxgTdaOajbdFJnWbyxS,0.663,0.387,6.0,-10.808,1.0,0.0372,0.0316,0.749,0.0909,0.475,128.009,264200.0,4.0
61,MBLAQ,14f1WN9TUDVBK4sHUStmLG,Mirror,7vZIyQThnTQli6X7qAKPTz,Resurrection,4hxKbQPywxUrMOVB5QIhls,0.502,0.363,6.0,-16.106,0.0,0.0621,0.953,0.985,0.378,0.0346,106.69,41253.0,4.0
62,MBLAQ,14f1WN9TUDVBK4sHUStmLG,Mirror,7vZIyQThnTQli6X7qAKPTz,Mirror,5V5m1uts8SWveTW1GuEsKC,0.569,0.771,11.0,-5.2,0.0,0.0946,0.266,0.0,0.131,0.483,139.715,240013.0,4.0
63,MBLAQ,14f1WN9TUDVBK4sHUStmLG,Mirror,7vZIyQThnTQli6X7qAKPTz,Every Day,5Lqn9TS65f2o7TV30uT78O,0.661,0.786,2.0,-10.009,1.0,0.0772,0.818,0.872,0.334,0.643,109.958,43347.0,4.0
64,MBLAQ,14f1WN9TUDVBK4sHUStmLG,Mirror,7vZIyQThnTQli6X7qAKPTz,Hey U,69Ka9oJs5R2dm7Zj06YwOB,0.736,0.737,2.0,-4.519,1.0,0.104,0.225,0.0,0.091,0.627,109.972,196747.0,4.0
65,MBLAQ,14f1WN9TUDVBK4sHUStmLG,Mirror,7vZIyQThnTQli6X7qAKPTz,Eyes On You,7x40O29a1rQCGYVPTUgJBJ,0.62,0.277,9.0,-10.088,0.0,0.0434,0.68,0.759,0.329,0.409,113.134,39440.0,4.0
66,MBLAQ,14f1WN9TUDVBK4sHUStmLG,Mirror,7vZIyQThnTQli6X7qAKPTz,I Know U Want Me,1kNaLeMHPUQKKR68EgSOrr,0.822,0.778,0.0,-5.238,1.0,0.0946,0.317,0.0,0.123,0.939,113.056,199707.0,4.0
67,MBLAQ,14f1WN9TUDVBK4sHUStmLG,Mirror,7vZIyQThnTQli6X7qAKPTz,"Four seasons, 24 Hours",0UkzWJfogV6qozmApR4apO,0.472,0.224,9.0,-15.398,0.0,0.0567,0.99,0.894,0.153,0.253,75.964,71227.0,4.0
68,MBLAQ,14f1WN9TUDVBK4sHUStmLG,Mirror,7vZIyQThnTQli6X7qAKPTz,Tree,383EBKulrLePNGcIENOqIo,0.699,0.453,0.0,-7.956,1.0,0.0442,0.542,1.68e-05,0.257,0.398,129.935,236596.0,4.0
69,MBLAQ,14f1WN9TUDVBK4sHUStmLG,겨울,4uAtWViP3Mu0WbCOzW7dGr,Live In The Past,1t68lMGgDgscmBiAdtxcdL,0.385,0.329,2.0,-13.371,1.0,0.0491,0.971,0.859,0.0927,0.0372,113.493,102571.0,4.0
70,MBLAQ,14f1WN9TUDVBK4sHUStmLG,겨울,4uAtWViP3Mu0WbCOzW7dGr,봄 여름 가을 그리고...,7gST29B9A3PBJmF0ZjTpX3,0.567,0.562,2.0,-4.857,1.0,0.0379,0.667,0.0,0.0879,0.647,129.839,212494.0,4.0
71,MBLAQ,14f1WN9TUDVBK4sHUStmLG,겨울,4uAtWViP3Mu0WbCOzW7dGr,You Ain`t Know,5Lg0g4RTQxdV6U1b5HstSm,0.569,0.839,7.0,-4.896,0.0,0.0761,0.496,0.0,0.236,0.364,75.025,188409.0,4.0
72,MBLAQ,14f1WN9TUDVBK4sHUStmLG,겨울,4uAtWViP3Mu0WbCOzW7dGr,괜찮을 거란 그 말,28evdeih8C1WMiCP3WSsTe,0.704,0.34,9.0,-7.357,0.0,0.0357,0.829,0.0,0.114,0.396,115.876,208602.0,4.0
73,MBLAQ,14f1WN9TUDVBK4sHUStmLG,겨울,4uAtWViP3Mu0WbCOzW7dGr,녹 - Unplugged Version,3dUVSy0HsbrKEDwKQdRhYb,0.462,0.359,2.0,-8.202,1.0,0.0491,0.876,0.0,0.0971,0.289,142.866,240915.0,4.0
74,MBLAQ,14f1WN9TUDVBK4sHUStmLG,Monster,4NICV7atrpg5cklxhaNB2p,Monster,2wIbRepyU5bE8NKE9LmD9O,0.637,0.979,9.0,-1.275,0.0,0.189,0.0421,0.000423,0.292,0.493,129.025,213644.0,4.0
75,MBLAQ,14f1WN9TUDVBK4sHUStmLG,Monster,4NICV7atrpg5cklxhaNB2p,Monster - Instrumental,3BhsCrHGG2s9OLXjdmTCCa,0.637,0.942,9.0,-2.734,0.0,0.0701,0.00135,0.94,0.284,0.759,129.019,213644.0,4.0
76,MBLAQ,14f1WN9TUDVBK4sHUStmLG,소녀괴담 Original Television Soundtrack,0nb0P525c6rJk7e5U2KiZE,니가 떠난 그 자리,2IStODUzX1CQt0HXOIhb8B,0.674,0.536,8.0,-7.921,1.0,0.0312,0.479,0.0,0.15,0.647,93.988,249980.0,4.0
77,MBLAQ,14f1WN9TUDVBK4sHUStmLG,소녀괴담 Original Television Soundtrack,0nb0P525c6rJk7e5U2KiZE,니가 떠난 그 자리 - Instrumental,3fJpxBvlsZNT5UeFIps2Fh,0.697,0.483,5.0,-7.944,0.0,0.0308,0.0917,0.795,0.143,0.693,93.997,249980.0,4.0
78,MBLAQ,14f1WN9TUDVBK4sHUStmLG,Gone,5nyDtoeMN9wyYx28r7thrc,Gone,54TYIaWzfD5MS6Q2eG96wZ,0.781,0.795,0.0,-2.84,1.0,0.0449,0.395,0.0,0.268,0.461,97.978,220096.0,4.0
79,MBLAQ,14f1WN9TUDVBK4sHUStmLG,Gone,5nyDtoeMN9wyYx28r7thrc,Gone - Instrumental,1GdjilRaA4E6zZfK63K922,0.804,0.882,0.0,-4.124,1.0,0.0335,0.0595,0.767,0.0558,0.174,98.005,219129.0,4.0
80,MBLAQ,14f1WN9TUDVBK4sHUStmLG,"Tonight (We Got Married World Edition Original Soundtrack, Pt. 7)",1f8vLlEiFEJRDxug8dJ0Ru,Tonight,585KtrDLE1jn9LQqrwJUvS,0.695,0.718,0.0,-6.652,1.0,0.0498,0.742,0.0,0.0842,0.606,131.89,213740.0,4.0
81,MBLAQ,14f1WN9TUDVBK4sHUStmLG,"Tonight (We Got Married World Edition Original Soundtrack, Pt. 7)",1f8vLlEiFEJRDxug8dJ0Ru,Tonight - Instrumental,0Uj626kUtYbPePfTD9a7oP,0.621,0.636,9.0,-11.701,0.0,0.0298,0.0539,0.772,0.0827,0.516,131.991,213740.0,4.0
82,MBLAQ,14f1WN9TUDVBK4sHUStmLG,SEXY BEAT,2J5PQ62xFtQJsjGSIydamC,Sexy Beat,5atuK4EjBMHqr1y0BgVvr4,0.893,0.681,10.0,-7.019,0.0,0.0794,0.297,3.87e-06,0.171,0.427,113.012,89536.0,4.0
83,MBLAQ,14f1WN9TUDVBK4sHUStmLG,SEXY BEAT,2J5PQ62xFtQJsjGSIydamC,Smoky Girl,3BGiUcVO4E9QZKo3FYNYZF,0.807,0.599,9.0,-6.664,0.0,0.107,0.0483,0.0,0.0759,0.472,129.958,210875.0,4.0
84,MBLAQ,14f1WN9TUDVBK4sHUStmLG,SEXY BEAT,2J5PQ62xFtQJsjGSIydamC,R U OK?,0emsymyROSgW4AXSCLFQ77,0.791,0.716,4.0,-5.402,0.0,0.0606,0.371,0.0,0.0833,0.733,105.041,204971.0,4.0
85,MBLAQ,14f1WN9TUDVBK4sHUStmLG,SEXY BEAT,2J5PQ62xFtQJsjGSIydamC,Celebrate,3NQSeHJqSKqT9vsWNvoUyO,0.698,0.633,9.0,-6.746,0.0,0.0376,0.423,0.0,0.249,0.526,133.993,209542.0,4.0
86,MBLAQ,14f1WN9TUDVBK4sHUStmLG,SEXY BEAT,2J5PQ62xFtQJsjGSIydamC,소녀,5phDSe8kYVvs0MwoVLTCaA,0.577,0.661,11.0,-5.854,0.0,0.166,0.306,0.0,0.12,0.779,180.088,203691.0,4.0
87,MBLAQ,14f1WN9TUDVBK4sHUStmLG,SEXY BEAT,2J5PQ62xFtQJsjGSIydamC,Dress Up,3kPM916PARijvvGsaLF7J7,0.811,0.852,9.0,-6.398,0.0,0.209,0.217,0.0,0.0994,0.617,110.025,228246.0,4.0
88,MBLAQ,14f1WN9TUDVBK4sHUStmLG,The lord of the drama OST Part 4,59DzIdfHDliwRdZK1lUpbi,Winter rain,34b5NrNHLyrPZDHoiDNRd5,0.631,0.882,9.0,-3.951,0.0,0.0641,0.422,0.0,0.578,0.672,103.993,229701.0,4.0
89,MBLAQ,14f1WN9TUDVBK4sHUStmLG,The lord of the drama OST Part 4,59DzIdfHDliwRdZK1lUpbi,Winter rain (inst),3uRsYzpYpfWLwlIJwFYRN4,0.645,0.759,9.0,-5.925,0.0,0.0265,0.00493,0.87,0.476,0.448,103.983,229701.0,4.0
90,MBLAQ,14f1WN9TUDVBK4sHUStmLG,`THE BLAQ%` TOUR Pt. 2,0vj8cq8ldXItvUzv3wXXmk,가지마,5bl2hJ3Pb6QGl73yZUnOtx,0.65,0.743,7.0,-4.148,1.0,0.0349,0.00116,0.0,0.306,0.477,96.009,171377.0,4.0
