,Artist,Artist_Id,Single_Album_Name,Single_Album_Id,Track_Title,Track_Id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
1499,GOT7,6nfDaffa50mKtEOwR8g4df,Got It?,7E3W9C5Ac3RKnFpKErEgGD,Like Oh,6FkeZRGami4Kk85g1zQ2ij,0.694,0.67,10.0,-4.21,1.0,0.0379,0.00449,2.61e-06,0.084,0.172,122.039,217738.0,4.0
1500,GOT7,6nfDaffa50mKtEOwR8g4df,Got It?,7E3W9C5Ac3RKnFpKErEgGD,Playground,4ZxQ3UUPuaJSky9jcZCh3u,0.603,0.8,5.0,-5.032,1.0,0.0572,0.244,1.14e-06,0.354,0.567,155.992,212820.0,4.0
1501,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,iScreaM Vol.12 : Bad Boy Remixes,46q4DrAttifm5PnrAtYqp2,Bad Boy - PREP Remix,4J40k24yd1m6D3TaKQsepp,0.723,0.554,11.0,-6.323,0.0,0.039,0.111,1.2e-05,0.292,0.461,149.955,221667.0,4.0
1502,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,iScreaM Vol.12 : Bad Boy Remixes,46q4DrAttifm5PnrAtYqp2,Bad Boy - nomad Remix,49FchQE6EsiDYK9Ls0YtiN,0.686,0.725,11.0,-4.905,0.0,0.0764,0.373,1.28e-06,0.327,0.602,150.024,211846.0,4.0
1503,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,iScreaM Vol.12 : Bad Boy Remixes,46q4DrAttifm5PnrAtYqp2,Bad Boy - Slom Remix,2MgGwRwnTJnQ8qEljY1T0D,0.695,0.825,7.0,-5.636,1.0,0.0793,0.0636,0.0,0.0475,0.779,150.036,214400.0,4.0
1504,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,iScreaM Vol.11 : Queendom Remix,7uCTBsGC6JHlwmmrOCIUBw,Queendom - Demicat Remix,76fqR3nf37J4WQ3K8NrXMM,0.682,0.911,10.0,-2.722,1.0,0.0376,0.000508,0.00451,0.0527,0.346,121.993,194754.0,4.0
1505,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Queendom - The 6th Mini Album,6Pe5LGQgU3mmvuRjFMsACV,Queendom,6SpPr7K4YQ2wp8jU6uOTmQ,0.695,0.896,5.0,-1.24,1.0,0.0847,0.179,0.0,0.0626,0.508,119.959,181760.0,4.0
1506,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Queendom - The 6th Mini Album,6Pe5LGQgU3mmvuRjFMsACV,Pose,6RTF5urAOB5C52nLxeRK5h,0.841,0.831,10.0,-3.675,0.0,0.0526,0.0617,0.0,0.101,0.762,124.965,200680.0,4.0
1507,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Queendom - The 6th Mini Album,6Pe5LGQgU3mmvuRjFMsACV,Knock On Wood,0c2wKRwXpqSCBrAImEFCNf,0.533,0.869,11.0,-3.396,0.0,0.175,0.213,0.0,0.162,0.789,106.029,220587.0,4.0
1508,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Queendom - The 6th Mini Album,6Pe5LGQgU3mmvuRjFMsACV,Better Be,5NIjdxrVUW4GGyLIqXUw9K,0.756,0.667,5.0,-5.494,1.0,0.0707,0.0457,2.11e-05,0.0781,0.434,107.036,180560.0,4.0
1509,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Queendom - The 6th Mini Album,6Pe5LGQgU3mmvuRjFMsACV,Pushin' N Pullin',00Cxlg96EHYJG2VoTh7Q3D,0.582,0.681,2.0,-3.232,0.0,0.0648,0.176,1.3e-05,0.0885,0.721,159.859,183360.0,4.0
1510,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Queendom - The 6th Mini Album,6Pe5LGQgU3mmvuRjFMsACV,"Hello, Sunset",3zQyl7ko8alM35mvYWmHuu,0.737,0.531,11.0,-4.51,1.0,0.037,0.198,0.0,0.142,0.871,71.999,210200.0,4.0
1511,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,START-UP (Original Television Soundtrack) Pt. 1,06h9n6zGd1T17s1RkdXIc4,Future,2gvlPqqngL3BppFCwLXnVc,0.717,0.868,7.0,-3.073,1.0,0.04,0.438,0.0,0.148,0.552,100.005,215880.0,4.0
1512,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,START-UP (Original Television Soundtrack) Pt. 1,06h9n6zGd1T17s1RkdXIc4,Future Instrumental,716REjfNbdp0pggkecZ5yy,0.629,0.813,7.0,-6.84,1.0,0.0311,0.0851,0.825,0.135,0.437,100.005,215893.0,4.0
1513,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Our Beloved BoA #4 - SM STATION,0MYodAzFX64jToQpE5jWNW,Milky Way,2Oj5hRhkJH00VGzjBdQNq3,0.656,0.721,8.0,-3.981,1.0,0.0477,0.393,0.0,0.124,0.74,98.019,217533.0,4.0
1514,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Our Beloved BoA #4 - SM STATION,0MYodAzFX64jToQpE5jWNW,Milky Way - Instrumental,7ck1mqCt7yq6cWIdPYqCGv,0.701,0.624,8.0,-9.215,1.0,0.0273,0.49,0.901,0.132,0.677,98.014,217533.0,4.0
1515,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,‘The ReVe Festival’ Day 2,3DXz6ItR9DzIw9S0h3Cxfc,Umpah Umpah,5qSoW3ewNlhRN3FNZPmVns,0.693,0.935,7.0,-3.306,1.0,0.0771,0.0258,0.0,0.437,0.844,119.973,220131.0,4.0
1516,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,‘The ReVe Festival’ Day 2,3DXz6ItR9DzIw9S0h3Cxfc,Carpool,5hBUsxIkIDPkBoJ7J3JuIh,0.711,0.823,0.0,-3.49,1.0,0.079,0.187,0.0,0.208,0.701,122.122,206757.0,4.0
1517,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,‘The ReVe Festival’ Day 2,3DXz6ItR9DzIw9S0h3Cxfc,Love Is The Way,6H6pp6uVW33kAm6qSBnysf,0.831,0.633,7.0,-4.568,1.0,0.0498,0.0359,3.35e-05,0.125,0.921,119.931,211988.0,4.0
1518,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,‘The ReVe Festival’ Day 2,3DXz6ItR9DzIw9S0h3Cxfc,Jumpin’,5ots8XAjbFfFm3yrqftWOF,0.731,0.839,0.0,-3.981,1.0,0.193,0.0106,0.0,0.316,0.811,148.996,215820.0,4.0
1519,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,‘The ReVe Festival’ Day 2,3DXz6ItR9DzIw9S0h3Cxfc,Ladies Night,73pkNaWK4N5QfkjabwW40s,0.598,0.883,7.0,-3.456,1.0,0.0792,0.0895,0.0,0.0731,0.705,115.023,236746.0,4.0
1520,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,‘The ReVe Festival’ Day 2,3DXz6ItR9DzIw9S0h3Cxfc,"Eyes Locked, Hands Locked",4o6LdaI3q5QFjs0sziszsD,0.647,0.674,10.0,-3.236,1.0,0.0441,0.624,1.47e-06,0.202,0.734,79.986,250969.0,4.0
1521,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,‘The ReVe Festival’ Day 1,2nLEiP268mSFZHW5dajM4R,Zimzalabim,0GUbhhI5fRx7BlqlqlhjuB,0.68,0.878,5.0,-4.791,0.0,0.179,0.0028,2.22e-05,0.336,0.531,127.991,190860.0,4.0
1522,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,‘The ReVe Festival’ Day 1,2nLEiP268mSFZHW5dajM4R,Sunny Side Up!,5yGTiC0ypN09P4Nl6tE3FY,0.706,0.694,11.0,-5.555,0.0,0.0722,0.149,0.0,0.11,0.586,134.96,203818.0,4.0
1523,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,‘The ReVe Festival’ Day 1,2nLEiP268mSFZHW5dajM4R,Milkshake,7x5shgmSrMeIfeGIVzspPK,0.526,0.765,11.0,-5.855,1.0,0.243,0.0431,4.22e-06,0.39,0.84,167.813,210696.0,4.0
1524,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,‘The ReVe Festival’ Day 1,2nLEiP268mSFZHW5dajM4R,Bing Bing,6u78votmpGuKAE4BOeJtRC,0.774,0.888,10.0,-3.689,1.0,0.0641,0.106,3.84e-05,0.432,0.45,114.035,202404.0,4.0
1525,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,‘The ReVe Festival’ Day 1,2nLEiP268mSFZHW5dajM4R,Parade,5K8cgjL8hGTXpi5Z6uJFwe,0.728,0.84,8.0,-4.206,1.0,0.0699,0.046,0.00131,0.579,0.715,94.954,193381.0,4.0
1526,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,‘The ReVe Festival’ Day 1,2nLEiP268mSFZHW5dajM4R,LP,7AetvQATDEQxoFDsH2gRnr,0.674,0.832,5.0,-5.2,1.0,0.0894,0.0714,0.0,0.714,0.761,159.995,207837.0,4.0
1527,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,SAPPY,4n2UdASUneo56k6Uk5ZRIb,SAPPY,2sXVNfVIkuFhj3csYPBIH4,0.748,0.925,5.0,-2.042,0.0,0.151,0.0554,3.17e-06,0.0941,0.469,106.032,199787.0,4.0
1528,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,SAPPY,4n2UdASUneo56k6Uk5ZRIb,Swimming Pool,7il3ehwwEeRyjQgKPtFADx,0.609,0.934,8.0,-0.984,1.0,0.0876,0.221,0.0,0.309,0.906,159.95,200827.0,4.0
1529,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,SAPPY,4n2UdASUneo56k6Uk5ZRIb,Sayonara,12LFYegFrUFopfW2AUXmVX,0.535,0.74,0.0,-4.565,0.0,0.0446,0.481,2.27e-06,0.332,0.569,81.033,195707.0,4.0
1530,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,SAPPY,4n2UdASUneo56k6Uk5ZRIb,Peek-A-Boo - Japanese Version,79Amt6pZmMvaH4ga2vQig1,0.589,0.926,9.0,-2.5,1.0,0.132,0.226,0.000526,0.281,0.586,114.378,189133.0,4.0
1531,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,SAPPY,4n2UdASUneo56k6Uk5ZRIb,Rookie - Japanese Version,0ty74hO3bJPTbGTiXPxRxm,0.659,0.961,8.0,-2.507,0.0,0.282,0.196,0.0,0.336,0.889,164.0,196640.0,4.0
1532,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,SAPPY,4n2UdASUneo56k6Uk5ZRIb,Power Up - Japanese Version,5k8d3sTyWPm8XRtnMl0wGx,0.735,0.936,8.0,-4.51,1.0,0.135,0.0495,0.00239,0.133,0.92,160.054,205520.0,4.0
1533,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Power Up (Japanese Ver.),5jKmId2jXjJx4LpdcUzwgG,Power Up - Japanese Ver.,5xiBz8LXrrKzKmJEtT0xM5,0.737,0.932,8.0,-4.537,1.0,0.137,0.0674,0.00333,0.252,0.907,160.065,202065.0,4.0
1534,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Close To Me (Red Velvet Remix),7dg5iqyFYqRQH7vtAG9VNf,Close To Me - Red Velvet Remix,696Y3Jx3k4Rjsw8gm2q4l4,0.593,0.686,1.0,-6.58,0.0,0.0411,0.233,0.0,0.36,0.453,143.986,191099.0,4.0
1535,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Sayonara,3rViQRN8GMdIrUymVBh0IG,Sayonara,3D0qt4fQGE3Pq52MxFjXak,0.498,0.755,0.0,-4.551,0.0,0.052,0.468,2.67e-06,0.267,0.556,120.064,196200.0,3.0
1536,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,SAPPY,5VPEU3WbkAAWCTtqSR4Z3F,SAPPY,0yADs5FhpGm6KyTpCpsRYj,0.746,0.93,5.0,-2.027,0.0,0.147,0.0512,1.28e-06,0.0957,0.466,106.031,199813.0,4.0
1537,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,RBB - The 5th Mini Album,7rNIvLwIpB2mwOzk20iqIl,RBB (Really Bad Boy),4xjVP2Vogo0C72o6Nevq0W,0.719,0.85,2.0,-3.229,1.0,0.0317,0.012,0.000239,0.114,0.367,150.059,188786.0,4.0
1538,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,RBB - The 5th Mini Album,7rNIvLwIpB2mwOzk20iqIl,Butterflies,0cZMA3EdKJKrKoGQEeMhFJ,0.696,0.776,11.0,-5.728,0.0,0.0395,0.147,8.73e-06,0.0839,0.494,120.008,209201.0,4.0
1539,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,RBB - The 5th Mini Album,7rNIvLwIpB2mwOzk20iqIl,So Good,0W9HGC75wwxU4YweY045ln,0.567,0.863,6.0,-3.97,0.0,0.124,0.275,0.0,0.197,0.618,153.899,206944.0,4.0
1540,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,RBB - The 5th Mini Album,7rNIvLwIpB2mwOzk20iqIl,Sassy Me,1GpDAcUjhk3luk6ce8pOi1,0.744,0.76,0.0,-5.381,1.0,0.183,0.287,6.4e-05,0.0791,0.494,97.02,186065.0,4.0
1541,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,RBB - The 5th Mini Album,7rNIvLwIpB2mwOzk20iqIl,Taste,7klUw55UuyxUyGZVsj3Hod,0.466,0.723,1.0,-5.323,1.0,0.399,0.0878,0.0,0.0737,0.884,199.656,184776.0,4.0
1542,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,RBB - The 5th Mini Album,7rNIvLwIpB2mwOzk20iqIl,RBB (Really Bad Boy) - English Version,1IGMiTUqSpmRxmwL2pNX0n,0.717,0.867,2.0,-3.26,1.0,0.0319,0.0117,5.46e-05,0.118,0.376,150.109,188471.0,4.0
1543,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,#Cookie Jar,4W6K0DP1YlZ48JlvdKCkZh,#Cookie Jar,3UgPJrKvOaTFgZ185X80Dx,0.682,0.959,11.0,-2.054,1.0,0.0969,0.0159,0.0,0.19,0.893,158.924,213693.0,4.0
1544,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,#Cookie Jar,4W6K0DP1YlZ48JlvdKCkZh,Aitai-tai,2uUof8u18LCJwFLMwFm0zC,0.754,0.729,9.0,-3.328,1.0,0.0484,0.0314,1.77e-05,0.162,0.906,131.985,194800.0,4.0
1545,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,#Cookie Jar,4W6K0DP1YlZ48JlvdKCkZh,Cause it's you,5rWDZBK5vvpkhdz6R2zoS5,0.697,0.521,9.0,-3.718,1.0,0.0328,0.222,0.0,0.158,0.575,116.95,179960.0,4.0
1546,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,#Cookie Jar,4W6K0DP1YlZ48JlvdKCkZh,Dumb Dumb,6DDOVU2EzUm4Vm6UieiwGb,0.775,0.792,7.0,-3.661,0.0,0.0554,0.0661,0.0,0.331,0.86,145.986,202560.0,4.0
1547,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,#Cookie Jar,4W6K0DP1YlZ48JlvdKCkZh,Russian Roulette,7puC9LjNg0ItpjTz28yeaY,0.706,0.902,7.0,-2.543,0.0,0.0352,0.00909,0.00137,0.17,0.964,130.024,211213.0,4.0
1548,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,#Cookie Jar,4W6K0DP1YlZ48JlvdKCkZh,Red Flavor,51Qx2JnvPZo7kIILkLIw6k,0.708,0.91,9.0,-3.282,1.0,0.172,0.0364,0.0,0.0873,0.588,125.029,191640.0,4.0
1549,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Rebirth - SM STATION,3N2kQMt5yVXyGAVUDxzqup,Rebirth,6QCNYRB8RHXGaRlITuWRgL,0.769,0.569,6.0,-4.679,0.0,0.0503,0.31,0.000101,0.0674,0.755,86.983,213280.0,4.0
1550,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Rebirth - SM STATION,3N2kQMt5yVXyGAVUDxzqup,Rebirth - Instrumental,4ZimsYHp4Y6AxjnxkRe8fW,0.743,0.548,2.0,-6.727,1.0,0.0574,0.0387,0.878,0.125,0.629,173.985,213306.0,4.0
1551,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,The Red Summer - Summer Mini Album,6OXg149IkmbgW7zfzbwgS2,Red Flavor,7nKQ5WAcjnG48knyLuo8gO,0.709,0.917,9.0,-3.315,1.0,0.189,0.0409,0.0,0.0839,0.515,125.042,191139.0,4.0
1552,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,The Red Summer - Summer Mini Album,6OXg149IkmbgW7zfzbwgS2,You Better Know,59fJbRecO16BIw9L1neEug,0.611,0.668,9.0,-3.093,1.0,0.044,0.256,0.0,0.096,0.402,119.978,250498.0,4.0
1553,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,The Red Summer - Summer Mini Album,6OXg149IkmbgW7zfzbwgS2,Zoo,7sEwz6PjhQ1bbSSWb6IBid,0.667,0.905,1.0,-4.268,0.0,0.16,0.0366,0.0,0.71,0.697,109.021,204833.0,4.0
1554,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,The Red Summer - Summer Mini Album,6OXg149IkmbgW7zfzbwgS2,Mojito,7qCfSyTqh4xGeua7hQXT0Z,0.623,0.8,11.0,-4.104,1.0,0.0554,0.164,0.0,0.359,0.697,150.988,184737.0,4.0
1555,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,The Red Summer - Summer Mini Album,6OXg149IkmbgW7zfzbwgS2,Hear The Sea,5rUWULaKgEK2HozI1wYvZ9,0.626,0.565,9.0,-4.861,0.0,0.0298,0.533,0.0,0.157,0.471,90.982,202110.0,4.0
1556,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Would U - SM STATION,55Pg6r2oJfQaVm3yzhgZsG,Would U,1rL3u6JsjQT9Cxg1oHTJEK,0.758,0.627,5.0,-6.466,0.0,0.0528,0.497,0.0,0.204,0.544,93.957,203831.0,4.0
1557,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Would U - SM STATION,55Pg6r2oJfQaVm3yzhgZsG,Would U - Instrumental,5ETypouo215Y8qwjiNHkSw,0.668,0.681,5.0,-8.925,0.0,0.178,0.127,0.786,0.13,0.482,188.004,203831.0,4.0
1558,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Rookie - The 4th Mini Album,5Bg49LEfyoZzKpQsEwRCtI,Rookie,69xdFGM7SJkbDf77s0gJEl,0.683,0.938,8.0,-3.723,0.0,0.288,0.0888,0.0,0.331,0.868,164.1,197638.0,4.0
1559,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Rookie - The 4th Mini Album,5Bg49LEfyoZzKpQsEwRCtI,Little Little,1IAEhCKD6ZSjnDdeJgvXWA,0.592,0.711,9.0,-4.938,1.0,0.0383,0.28,0.0,0.0694,0.279,91.926,239811.0,4.0
1560,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Rookie - The 4th Mini Album,5Bg49LEfyoZzKpQsEwRCtI,Happily Ever After,7H1ly0lZJ9ebnci5B9t7Nh,0.665,0.651,8.0,-6.435,1.0,0.0801,0.0399,3.02e-05,0.0504,0.906,155.984,201645.0,4.0
1561,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Rookie - The 4th Mini Album,5Bg49LEfyoZzKpQsEwRCtI,Talk To Me,32ou07yoda0mO4lw9pPpzC,0.584,0.813,8.0,-4.809,1.0,0.171,0.288,3.68e-06,0.345,0.881,164.79,212109.0,4.0
1562,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Rookie - The 4th Mini Album,5Bg49LEfyoZzKpQsEwRCtI,Body Talk,3CihjB4pu58o2ititZw9Yg,0.526,0.828,6.0,-5.344,1.0,0.07,0.00652,4.05e-05,0.147,0.158,185.946,219320.0,4.0
1563,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Rookie - The 4th Mini Album,5Bg49LEfyoZzKpQsEwRCtI,마지막 사랑 Last Love,2OIENkx2TGwXbfGgxgs6Dt,0.331,0.509,6.0,-6.231,1.0,0.0331,0.565,0.0,0.108,0.137,129.479,294123.0,4.0
1564,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Yossism (Music from Telemonster),698RZEC6WYFtoQR1cABe4x,Yossism (Music from Telemonster),5VUwWt2CIuGCxFTDpNxuCY,0.708,0.95,0.0,-1.136,1.0,0.0458,0.0874,0.0,0.0631,0.905,140.016,192497.0,4.0
1565,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,투유 프로젝트 - 슈가맨 Pt.13,5Cuvubu7p7KgZVXelmxgjK,너에게 원한건,5CyF5aY1macDjgtd4fR45B,0.772,0.881,5.0,-4.971,1.0,0.0813,0.0379,0.0,0.353,0.448,115.988,212788.0,4.0
1566,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,투유 프로젝트 - 슈가맨 Pt.13,5Cuvubu7p7KgZVXelmxgjK,상상 속의 너,0ZyQzJ7tMMX2dd6Atd4yBC,0.679,0.817,0.0,-3.202,1.0,0.0526,0.435,0.0,0.346,0.716,140.017,185371.0,4.0
1567,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,세가지 소원 Wish Tree - WINTER GARDEN,69a7YNzhApHfLFwHvPkCso,세가지 소원 Wish Tree,3wtDVPGUMTHgsVdpr9uYin,0.563,0.534,5.0,-4.35,1.0,0.0273,0.643,0.0,0.0989,0.344,114.161,238787.0,3.0
1568,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Ice Cream Cake - The 1st Mini Album,27cBQ5FDqv0xLgiJ7qNpZr,Ice Cream Cake,5vCuawHQ8Poch1odz9JDpB,0.58,0.935,9.0,-3.348,1.0,0.189,0.0318,0.0,0.0977,0.603,172.023,191440.0,4.0
1569,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Ice Cream Cake - The 1st Mini Album,27cBQ5FDqv0xLgiJ7qNpZr,Automatic,76DhGlPaJ112MHVs1PJMyX,0.598,0.604,5.0,-6.406,0.0,0.252,0.0996,0.0,0.387,0.707,179.938,210160.0,4.0
1570,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Ice Cream Cake - The 1st Mini Album,27cBQ5FDqv0xLgiJ7qNpZr,Somethin Kinda Crazy,4lsf2jQG0KVWBpGBISKRZk,0.72,0.828,0.0,-3.134,1.0,0.0408,0.395,0.0,0.114,0.786,104.045,199867.0,4.0
1571,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Ice Cream Cake - The 1st Mini Album,27cBQ5FDqv0xLgiJ7qNpZr,Stupid Cupid,4iFbnPMRkgyDcVekYgFsnp,0.699,0.78,11.0,-3.694,0.0,0.129,0.0197,0.000119,0.629,0.834,123.041,209013.0,4.0
1572,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Ice Cream Cake - The 1st Mini Album,27cBQ5FDqv0xLgiJ7qNpZr,Take It Slow,4hZShMUML4tIKWvxa2u7Ne,0.758,0.583,0.0,-5.227,1.0,0.0315,0.199,0.0,0.102,0.345,104.007,211760.0,4.0
1573,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Ice Cream Cake - The 1st Mini Album,27cBQ5FDqv0xLgiJ7qNpZr,사탕 (Candy),6z1ycVYyjuc6DsnDe9SKBW,0.554,0.577,4.0,-5.071,1.0,0.0346,0.593,0.0,0.178,0.316,135.921,262200.0,4.0
1574,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,Be Natural - The 2nd Single,4OeQ9nilS4Sy3efzt0hVFi,Be Natural,41qLzxymjkp0R5vl3REb1S,0.58,0.868,10.0,-1.195,0.0,0.316,0.123,0.0,0.302,0.772,178.002,280451.0,4.0
1575,Red Velvet,1z4g3DjTBBZKhvAroFlhOM,행복(Happiness),6MMkaYzyM0aLZmDBce3nL6,행복 (Happiness),6XP9L7di5JnOc9WaeAW8oe,0.727,0.871,10.0,-3.099,0.0,0.158,0.323,6.21e-06,0.725,0.681,121.438,220987.0,4.0
1576,TWICE,7n2Ycct7Beij7Dj7meI4X0,Doughnut,1eIMbbLLxejimwwLW4Rdl8,Doughnut,7j0oejg8xTTDfIqCuFppZ0,0.693,0.586,5.0,-6.098,0.0,0.0315,0.233,0.0,0.145,0.459,82.039,263680.0,4.0
1577,TWICE,7n2Ycct7Beij7Dj7meI4X0,Doughnut,1eIMbbLLxejimwwLW4Rdl8,Wonderful Day,75wtNse2szKx7YT2WKhiTL,0.611,0.578,9.0,-4.224,1.0,0.0335,0.395,0.0,0.168,0.547,74.944,211213.0,4.0
1578,TWICE,7n2Ycct7Beij7Dj7meI4X0,Doughnut,1eIMbbLLxejimwwLW4Rdl8,Doughnut (Instrumental),6yN1B5GdTzHdmg2CLluTas,0.624,0.477,1.0,-10.305,1.0,0.0302,0.0221,0.803,0.185,0.345,82.024,263680.0,4.0
1579,TWICE,7n2Ycct7Beij7Dj7meI4X0,Doughnut,1eIMbbLLxejimwwLW4Rdl8,Wonderful Day (Instrumental),3Uc6OfYj4ZPMoSUIrWdNKD,0.568,0.59,9.0,-8.117,1.0,0.0298,0.198,0.8,0.17,0.436,74.996,212840.0,4.0
1580,TWICE,7n2Ycct7Beij7Dj7meI4X0,Doughnut,2g8Uav5MCzs3B4pJO9U24p,Doughnut,6YBcbXDYIITuyCEN2YwGRy,0.693,0.586,5.0,-6.098,0.0,0.0315,0.233,0.0,0.145,0.459,82.039,263680.0,4.0
1581,TWICE,7n2Ycct7Beij7Dj7meI4X0,The Feels,0fVxXcBg24rBOfYEllB8Eo,The Feels,37iQlLWnkc5zx4bnzgNH6x,0.808,0.903,9.0,-2.179,1.0,0.0729,0.0899,0.0,0.0816,0.922,120.044,198053.0,4.0
1582,TWICE,7n2Ycct7Beij7Dj7meI4X0,The Feels,0fVxXcBg24rBOfYEllB8Eo,The Feels - The Stereotypes Remix,2ce39kiPDYmNBgC7PjFAt1,0.777,0.795,6.0,-4.805,0.0,0.147,0.0828,0.0,0.0353,0.679,117.996,202922.0,4.0
1583,TWICE,7n2Ycct7Beij7Dj7meI4X0,The Feels,0fVxXcBg24rBOfYEllB8Eo,The Feels - YVES V Remix,5dyUUn3RfqePv2vBQtNUn3,0.781,0.826,9.0,-6.106,1.0,0.0685,0.00792,3.23e-06,0.317,0.547,124.046,135000.0,4.0
1584,TWICE,7n2Ycct7Beij7Dj7meI4X0,The Feels,0fVxXcBg24rBOfYEllB8Eo,The Feels - Instrumental,42WmDXs9z6qrRze4rVk6ZC,0.816,0.681,9.0,-6.062,1.0,0.041,0.000394,0.764,0.062,0.9,119.958,198053.0,4.0
1585,TWICE,7n2Ycct7Beij7Dj7meI4X0,The Feels,0fVxXcBg24rBOfYEllB8Eo,The Feels - The Stereotypes Remix,6kQP12Y8o58RsZwgaLynhu,0.817,0.628,11.0,-8.26,0.0,0.0481,0.00259,0.825,0.0785,0.67,118.006,202922.0,4.0
1586,TWICE,7n2Ycct7Beij7Dj7meI4X0,The Feels,0fVxXcBg24rBOfYEllB8Eo,The Feels - YVES V Remix,2pAdIkqf1xBGV9DV5iFKuf,0.78,0.826,11.0,-8.237,0.0,0.0383,0.000241,0.835,0.103,0.17,123.987,135000.0,4.0
1587,TWICE,7n2Ycct7Beij7Dj7meI4X0,The Feels,6bk3KlQjiXsRmGrzrNcS53,The Feels,1XyzcGhmO7iUamSS94XfqY,0.808,0.903,9.0,-2.179,1.0,0.0729,0.0899,0.0,0.0816,0.922,120.044,198053.0,4.0
1588,TWICE,7n2Ycct7Beij7Dj7meI4X0,The Feels,6bk3KlQjiXsRmGrzrNcS53,The Feels - The Stereotypes Remix,23VOSO9IbPby2X7vgGqkj4,0.777,0.795,6.0,-4.805,0.0,0.147,0.0828,0.0,0.0353,0.679,117.996,202922.0,4.0
